,Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Distancia_NEW
10262,Thornbury,40 Wales St,2,h,940000.0,S,Nelson,7/05/2016,6.5,3071.0,2.0,1.0,1.0,372.0,110.0,1950.0,Darebin City Council,-37.7631,145.0091,Northern Metropolitan,8870.0,9.132803641102537
10263,Thornbury,6/89 Ballantyne St,1,u,270000.0,PI,Nelson,7/11/2016,6.5,3071.0,1.0,1.0,1.0,0.0,33.0,1970.0,Darebin City Council,-37.7581,144.9944,Northern Metropolitan,8870.0,10.05383290473562
10264,Thornbury,72 Gooch St,3,t,865000.0,PI,Love,7/11/2016,6.5,3071.0,3.0,2.0,2.0,158.0,,,Darebin City Council,-37.7586,145.0056,Northern Metropolitan,8870.0,9.694721004028576
10265,Thornbury,19 Hobson St,2,h,700000.0,PI,McGrath,7/11/2016,6.5,3071.0,2.0,1.0,1.0,139.0,,,Darebin City Council,-37.7536,144.9921,Northern Metropolitan,8870.0,10.592710348421567
10266,Thornbury,4b Newcastle St,3,t,910000.0,S,Love,7/11/2016,6.5,3071.0,3.0,2.0,1.0,0.0,,,Darebin City Council,-37.7551,145.0108,Northern Metropolitan,8870.0,9.962553785834645
10269,Thornbury,52 Gooch St,3,h,1135000.0,S,Nelson,8/10/2016,6.5,3071.0,3.0,1.0,1.0,294.0,,,Darebin City Council,-37.7585,145.0042,Northern Metropolitan,8870.0,9.738851834335565
10270,Thornbury,6/112 Ballantyne St,1,u,260000.0,VB,Fletchers,10/09/2016,6.5,3071.0,1.0,1.0,1.0,0.0,,1970.0,Darebin City Council,-37.7574,144.9907,Northern Metropolitan,8870.0,10.245655671542929
10271,Thornbury,5/1 Clyde St,2,u,505000.0,SP,McGrath,10/09/2016,6.5,3071.0,2.0,1.0,1.0,0.0,,,Darebin City Council,-37.7608,145.0059,Northern Metropolitan,8870.0,9.452360667522088
10276,Thornbury,2/54 Pender St,1,u,365000.0,S,McGrath,10/12/2016,6.5,3071.0,1.0,1.0,1.0,0.0,40.0,1970.0,Darebin City Council,-37.7544,145.0092,Northern Metropolitan,8870.0,10.069141286889963
10277,Thornbury,178 Clarendon St,3,h,1430000.0,S,Nelson,11/02/2017,6.5,3071.0,3.0,1.0,3.0,705.0,,,Darebin City Council,-37.7611,145.0142,Northern Metropolitan,8870.0,9.249411263048868
10279,Thornbury,1/13 Mansfield St,2,u,525500.0,S,Nelson,11/02/2017,6.5,3071.0,2.0,1.0,1.0,724.0,72.0,1975.0,Darebin City Council,-37.7564,145.0026,Northern Metropolitan,8870.0,10.002108288064708
10280,Thornbury,327 Gillies St,3,h,1210000.0,PI,Nelson,12/06/2016,6.5,3071.0,3.0,2.0,2.0,398.0,,,Darebin City Council,-37.763000000000005,145.0198,Northern Metropolitan,8870.0,8.95667775417553
10281,Thornbury,4 Kelvin Gr,2,h,944000.0,SP,Barry,12/06/2016,6.5,3071.0,2.0,1.0,1.0,185.0,78.0,1900.0,Darebin City Council,-37.763000000000005,145.0025,Northern Metropolitan,8870.0,9.304655636518943
10282,Thornbury,92 Speight St,2,h,970000.0,S,Barry,12/06/2016,6.5,3071.0,2.0,1.0,3.0,491.0,,,Darebin City Council,-37.7633,145.0169,Northern Metropolitan,8870.0,8.965187260990206
10283,Thornbury,51 Alston St,3,h,887000.0,S,Love,12/11/2016,6.5,3071.0,3.0,2.0,2.0,540.0,129.0,1935.0,Darebin City Council,-37.7554,145.0211,Northern Metropolitan,8870.0,9.77693711157594
10285,Thornbury,6/75 Pender St,1,u,277500.0,PI,hockingstuart,12/11/2016,6.5,3071.0,1.0,1.0,1.0,0.0,,,Darebin City Council,-37.7542,145.0098,Northern Metropolitan,8870.0,10.079087193862843
10286,Thornbury,220a Mansfield St,3,h,701000.0,S,Stockdale,13/08/2016,6.5,3071.0,3.0,3.0,2.0,273.0,71.0,1958.0,Darebin City Council,-37.7583,145.0174,Northern Metropolitan,8870.0,9.504771293253407
10287,Thornbury,296 Gooch St,2,h,740000.0,S,Harcourts,14/05/2016,6.5,3071.0,3.0,1.0,2.0,467.0,,,Darebin City Council,-37.7606,145.0241,Northern Metropolitan,8870.0,9.173513380496127
10288,Thornbury,46 Harold St,2,h,1110000.0,SP,Barry,14/05/2016,6.5,3071.0,2.0,1.0,0.0,288.0,105.0,1925.0,Darebin City Council,-37.7564,144.9971,Northern Metropolitan,8870.0,10.150207404328478
10290,Thornbury,269 Mansfield St,4,h,795000.0,S,Love,14/05/2016,6.5,3071.0,4.0,2.0,1.0,402.0,,,Darebin City Council,-37.7584,145.0214,Northern Metropolitan,8870.0,9.443259076810094
10292,Thornbury,1/219 Raleigh St,1,u,332000.0,SP,Harcourts,14/05/2016,6.5,3071.0,1.0,1.0,1.0,612.0,48.0,1975.0,Darebin City Council,-37.7603,145.0165,Northern Metropolitan,8870.0,9.299198784618559
10294,Thornbury,126 Keon St,3,h,1265000.0,S,Jellis,15/10/2016,6.5,3071.0,3.0,2.0,2.0,397.0,97.0,1920.0,Darebin City Council,-37.7515,144.9857,Northern Metropolitan,8870.0,11.019819441610005
10295,Thornbury,111 Smith St,2,h,1085000.0,S,Nelson,15/10/2016,6.5,3071.0,2.0,1.0,2.0,303.0,102.0,1930.0,Darebin City Council,-37.7569,144.9914,Northern Metropolitan,8870.0,10.273919645468917
10296,Thornbury,10 Ethel St,3,h,898000.0,S,hockingstuart,16/04/2016,6.5,3071.0,3.0,2.0,2.0,210.0,108.0,2010.0,Darebin City Council,-37.7551,144.9993,Northern Metropolitan,8870.0,10.22571745906218
10297,Thornbury,22 Gooch St,3,h,1235000.0,S,Jellis,16/04/2016,6.5,3071.0,3.0,3.0,1.0,288.0,133.0,1920.0,Darebin City Council,-37.7583,145.0025,Northern Metropolitan,8870.0,9.802620775332128
10298,Thornbury,52a Leinster Gr,3,t,910500.0,SP,hockingstuart,16/04/2016,6.5,3071.0,3.0,2.0,2.0,157.0,144.0,2010.0,Darebin City Council,-37.759,144.988,Northern Metropolitan,8870.0,10.175584775130229
10299,Thornbury,37 Lewis St,3,h,995000.0,S,Jellis,16/04/2016,6.5,3071.0,2.0,1.0,1.0,327.0,96.0,1920.0,Darebin City Council,-37.7574,144.9854,Northern Metropolitan,8870.0,10.431663375063051
10300,Thornbury,84 Raleigh St,2,h,760000.0,S,Nelson,16/04/2016,6.5,3071.0,2.0,1.0,0.0,0.0,75.0,1900.0,Darebin City Council,-37.7595,145.0061,Northern Metropolitan,8870.0,9.586730728879827
10301,Thornbury,4/305 Rossmoyne St,2,u,505000.0,S,Jellis,16/04/2016,6.5,3071.0,2.0,1.0,0.0,0.0,80.0,1980.0,Darebin City Council,-37.7591,145.0211,Northern Metropolitan,8870.0,9.369554023071904
10302,Thornbury,11 Clarendon St,3,h,1400000.0,SP,Jellis,17/09/2016,6.5,3071.0,2.0,2.0,1.0,417.0,159.0,1920.0,Darebin City Council,-37.7595,145.0017,Northern Metropolitan,8870.0,9.696211060584755
10303,Thornbury,55 Comas Gr,3,h,1200000.0,S,Nelson,17/09/2016,6.5,3071.0,3.0,2.0,2.0,430.0,,,Darebin City Council,-37.751999999999995,144.9852,Northern Metropolitan,8870.0,10.986243192122169
10304,Thornbury,48 Leinster Gr,3,h,920000.0,S,Nelson,17/09/2016,6.5,3071.0,2.0,1.0,2.0,410.0,,,Darebin City Council,-37.7604,144.9877,Northern Metropolitan,8870.0,10.044602225898288
10305,Thornbury,50 Leinster Gr,3,h,1110000.0,S,Nelson,17/09/2016,6.5,3071.0,3.0,1.0,1.0,562.0,156.0,1950.0,Darebin City Council,-37.7602,144.9878,Northern Metropolitan,8870.0,10.061194516469339
10306,Thornbury,146 Rossmoyne St,3,h,1200000.0,VB,Nelson,17/09/2016,6.5,3071.0,3.0,2.0,1.0,345.0,345.0,1905.0,Darebin City Council,-37.7582,145.0094,Northern Metropolitan,8870.0,9.654455105142954
10307,Thornbury,1/295 Rossmoyne St,2,u,560000.0,S,Nelson,17/09/2016,6.5,3071.0,2.0,1.0,2.0,0.0,,,Darebin City Council,-37.7591,145.0208,Northern Metropolitan,8870.0,9.373000386596123
10310,Thornbury,2/2 Dundas St,2,u,450000.0,S,McGrath,18/03/2017,6.5,3071.0,2.0,1.0,1.0,0.0,52.0,1970.0,Darebin City Council,-37.7526,145.0023,Northern Metropolitan,8870.0,10.414482325229187
10311,Thornbury,59A Fyffe St,3,h,1190000.0,S,McGrath,18/03/2017,6.5,3071.0,3.0,1.0,0.0,0.0,,,Darebin City Council,-37.7539,144.989,Northern Metropolitan,8870.0,10.661926106372057
10313,Thornbury,39 Keon St,3,h,1020000.0,S,Nelson,18/03/2017,6.5,3071.0,3.0,1.0,1.0,366.0,,,Darebin City Council,-37.7524,144.9912,Northern Metropolitan,8870.0,10.745416921614629
10315,Thornbury,33 Wales St,3,h,1245000.0,S,hockingstuart,18/03/2017,6.5,3071.0,3.0,1.0,1.0,409.0,,,Darebin City Council,-37.7633,145.0087,Northern Metropolitan,8870.0,9.120124891994886
10317,Thornbury,4/77 Pender St,2,u,350000.0,PI,Brace,18/06/2016,6.5,3071.0,2.0,1.0,1.0,0.0,,1960.0,Darebin City Council,-37.7542,145.01,Northern Metropolitan,8870.0,10.075249312262962
10319,Thornbury,6/267 Rossmoyne St,2,u,571750.0,SP,hockingstuart,18/06/2016,6.5,3071.0,2.0,1.0,1.0,0.0,,2012.0,Darebin City Council,-37.7588,145.0179,Northern Metropolitan,8870.0,9.442954290904524
10321,Thornbury,314A Gillies St,2,h,874000.0,S,Love,19/11/2016,6.5,3071.0,2.0,1.0,2.0,333.0,2.0,1985.0,Darebin City Council,-37.7642,145.0192,Northern Metropolitan,8870.0,8.833049953446533
10322,Thornbury,152 Gooch St,3,h,1427000.0,S,Nelson,19/11/2016,6.5,3071.0,3.0,1.0,1.0,275.0,127.0,1920.0,Darebin City Council,-37.7592,145.0105,Northern Metropolitan,8870.0,9.524260671348502
10324,Thornbury,8/14 Hutton St,1,u,295000.0,S,LITTLE,19/11/2016,6.5,3071.0,1.0,1.0,1.0,0.0,,,Darebin City Council,-37.7557,144.9993,Northern Metropolitan,8870.0,10.162333599286656
10325,Thornbury,3/57 Pender St,1,u,383000.0,S,Love,19/11/2016,6.5,3071.0,1.0,1.0,1.0,0.0,44.0,1965.0,Darebin City Council,-37.7539,145.0075,Northern Metropolitan,8870.0,10.157668196976038
10326,Thornbury,36 Rossmoyne St,2,h,1164000.0,S,Jellis,19/11/2016,6.5,3071.0,2.0,2.0,0.0,206.0,,,Darebin City Council,-37.7576,145.0032,Northern Metropolitan,8870.0,9.859399771124263
10327,Thornbury,2/143 Smith St,1,u,315000.0,S,Harcourts,19/11/2016,6.5,3071.0,1.0,1.0,1.0,0.0,,1970.0,Darebin City Council,-37.7566,144.9893,Northern Metropolitan,8870.0,10.374904058374808
10329,Thornbury,8/89 Ballantyne St,1,u,245000.0,VB,Love,22/05/2016,6.5,3071.0,1.0,1.0,1.0,0.0,,,Darebin City Council,-37.7581,144.9944,Northern Metropolitan,8870.0,10.05383290473562
10330,Thornbury,144 Clarendon St,3,h,1290000.0,SP,Barry,22/05/2016,6.5,3071.0,3.0,1.0,2.0,435.0,138.0,1920.0,Darebin City Council,-37.7607,145.0105,Northern Metropolitan,8870.0,9.362110746288092
10331,Thornbury,2/121 Darebin Rd,2,u,605000.0,S,Barry,22/05/2016,6.5,3071.0,2.0,1.0,1.0,133.0,83.0,,Darebin City Council,-37.7641,145.0104,Northern Metropolitan,8870.0,8.997259353345184
10333,Thornbury,2/104 Keon St,2,u,450000.0,PI,Nelson,22/08/2016,6.5,3071.0,2.0,1.0,1.0,335.0,59.0,1960.0,Darebin City Council,-37.7516,144.9871,Northern Metropolitan,8870.0,10.961736434677528
10334,Thornbury,279 Mansfield St,2,h,900000.0,S,Nelson,22/08/2016,6.5,3071.0,2.0,1.0,1.0,497.0,,,Darebin City Council,-37.7585,145.0226,Northern Metropolitan,8870.0,9.41957844483329
10335,Thornbury,51 Martin St,3,h,1620000.0,S,Nelson,22/08/2016,6.5,3071.0,3.0,2.0,2.0,477.0,,,Darebin City Council,-37.7612,145.0045,Northern Metropolitan,8870.0,9.443742955428817
10336,Thornbury,7/67 Pender St,2,u,438000.0,SP,Love,22/08/2016,6.5,3071.0,2.0,1.0,1.0,0.0,66.0,1970.0,Darebin City Council,-37.7541,145.0088,Northern Metropolitan,8870.0,10.1095256585618
10337,Thornbury,138 Raleigh St,2,h,1143000.0,S,Ray,22/08/2016,6.5,3071.0,2.0,1.0,2.0,431.0,,,Darebin City Council,-37.7598,145.0088,Northern Metropolitan,8870.0,9.494416113118161
10339,Thornbury,43 Ballantyne St,2,h,925000.0,S,Holland,24/09/2016,6.5,3071.0,2.0,1.0,1.0,258.0,157.0,,Darebin City Council,-37.7584,144.9971,Northern Metropolitan,8870.0,9.94070676003749
10340,Thornbury,50b Clyde St,3,h,1250000.0,VB,Nelson,24/09/2016,6.5,3071.0,3.0,2.0,3.0,297.0,234.0,2013.0,Darebin City Council,-37.7617,145.0117,Northern Metropolitan,8870.0,9.230199544878685
10341,Thornbury,56a Leinster Gr,3,t,1070000.0,S,Jellis,24/09/2016,6.5,3071.0,3.0,2.0,2.0,158.0,140.0,2007.0,Darebin City Council,-37.7588,144.9881,Northern Metropolitan,8870.0,10.192324995003435
10342,Thornbury,4/77 Pender St,2,u,371000.0,S,Brace,24/09/2016,6.5,3071.0,2.0,1.0,1.0,0.0,,1960.0,Darebin City Council,-37.7542,145.01,Northern Metropolitan,8870.0,10.075249312262962
10343,Thornbury,109 Rossmoyne St,3,h,1570000.0,SP,McGrath,24/09/2016,6.5,3071.0,4.0,2.0,1.0,377.0,377.0,1920.0,Darebin City Council,-37.7578,145.0076,Northern Metropolitan,8870.0,9.735480341565193
10344,Thornbury,4/85 St David St,2,u,486000.0,S,Nelson,24/09/2016,6.5,3071.0,2.0,1.0,1.0,0.0,66.0,1960.0,Darebin City Council,-37.760999999999996,145.0055,Northern Metropolitan,8870.0,9.440562539481439
10345,Thornbury,85A Clyde St,3,t,1100000.0,VB,Jellis,25/02/2017,6.5,3071.0,3.0,2.0,2.0,7330.0,,2011.0,Darebin City Council,-37.7614,145.0118,Northern Metropolitan,8870.0,9.260747204929798
10346,Thornbury,29 Collins St,2,h,1211000.0,S,hockingstuart,25/02/2017,6.5,3071.0,2.0,1.0,0.0,302.0,97.0,1915.0,Darebin City Council,-37.7549,145.0035,Northern Metropolitan,8870.0,10.140013235704613
10347,Thornbury,7/9 Hammond St,2,u,466000.0,S,Woodards,25/02/2017,6.5,3071.0,2.0,1.0,1.0,909.0,,,Darebin City Council,-37.7633,145.0103,Northern Metropolitan,8870.0,9.085594469010026
10348,Thornbury,45A Harold St,3,h,1280000.0,S,Jellis,25/02/2017,6.5,3071.0,3.0,1.0,1.0,253.0,130.0,1910.0,Darebin City Council,-37.7566,144.9965,Northern Metropolitan,8870.0,10.146691260427247
10349,Thornbury,42 Mansfield St,4,h,1478000.0,SP,Jellis,25/02/2017,6.5,3071.0,4.0,2.0,0.0,387.0,152.0,1900.0,Darebin City Council,-37.7569,145.0041,Northern Metropolitan,8870.0,9.912021423511506
10351,Thornbury,172 Rossmoyne St,3,h,1280000.0,SP,McGrath,25/02/2017,6.5,3071.0,3.0,2.0,2.0,349.0,,,Darebin City Council,-37.7584,145.0115,Northern Metropolitan,8870.0,9.591550286570152
10353,Thornbury,39 Smith St,3,h,1913000.0,S,McGrath,25/02/2017,6.5,3071.0,3.0,2.0,2.0,611.0,212.0,1930.0,Darebin City Council,-37.7575,144.9968,Northern Metropolitan,8870.0,10.043695464645886
10355,Thornbury,11 Martin St,3,h,1272000.0,S,Jellis,26/07/2016,6.5,3071.0,3.0,1.0,0.0,297.0,,1920.0,Darebin City Council,-37.7609,145.0016,Northern Metropolitan,8870.0,9.550825361166586
10356,Thornbury,6 Martin St,2,h,972000.0,S,Jellis,26/07/2016,6.5,3071.0,2.0,1.0,0.0,229.0,,,Darebin City Council,-37.7611,145.0009,Northern Metropolitan,8870.0,9.548807777955474
10357,Thornbury,337 Rossmoyne St,4,h,928500.0,S,Barry,26/07/2016,6.5,3071.0,4.0,2.0,2.0,538.0,150.0,1960.0,Darebin City Council,-37.7595,145.0241,Northern Metropolitan,8870.0,9.294964235750127
10359,Thornbury,5/82 Gooch St,2,u,432500.0,S,Barry,27/06/2016,6.5,3071.0,2.0,1.0,1.0,748.0,56.0,1965.0,Darebin City Council,-37.7587,145.0064,Northern Metropolitan,8870.0,9.665529888967662
10360,Thornbury,2/54 Pender St,1,u,330000.0,PI,Barry,27/06/2016,6.5,3071.0,1.0,1.0,1.0,0.0,40.0,1970.0,Darebin City Council,-37.7544,145.0092,Northern Metropolitan,8870.0,10.069141286889963
10362,Thornbury,172 Rossmoyne St,3,h,1200000.0,VB,Nelson,27/06/2016,6.5,3071.0,3.0,2.0,2.0,349.0,,,Darebin City Council,-37.7584,145.0115,Northern Metropolitan,8870.0,9.591550286570152
10363,Thornbury,67/337 Station St,2,u,510000.0,SP,hockingstuart,27/06/2016,6.5,3071.0,2.0,1.0,1.0,0.0,,,Darebin City Council,-37.7634,145.02100000000002,Northern Metropolitan,8870.0,8.897689454927868
10364,Thornbury,129 Clarendon St,3,h,1370000.0,S,Jellis,27/11/2016,6.5,3071.0,3.0,2.0,3.0,417.0,153.0,1930.0,Darebin City Council,-37.7602,145.0084,Northern Metropolitan,8870.0,9.459943653817824
10367,Thornbury,8/77 Pender St,1,u,303500.0,SP,Woodards,27/11/2016,6.5,3071.0,1.0,1.0,1.0,0.0,41.0,1970.0,Darebin City Council,-37.7542,145.01,Northern Metropolitan,8870.0,10.075249312262962
10368,Thornbury,386 Station St,3,h,1160000.0,SP,McGrath,27/11/2016,6.5,3071.0,3.0,2.0,2.0,644.0,149.0,2001.0,Darebin City Council,-37.7604,145.02100000000002,Northern Metropolitan,8870.0,9.227646864640693
10370,Thornbury,5/67 Flinders St,2,u,601000.0,S,Barry,28/05/2016,6.5,3071.0,2.0,1.0,1.0,82.0,,,Darebin City Council,-37.7556,145.0062,Northern Metropolitan,8870.0,10.002695804468708
10376,Thornbury,46 Rennie St,3,h,1430000.0,S,Nelson,28/08/2016,6.5,3071.0,3.0,2.0,2.0,365.0,,,Darebin City Council,-37.7529,144.9902,Northern Metropolitan,8870.0,10.725567546757642
10377,Thornbury,126 Smith St,3,h,1380000.0,SP,Jellis,28/08/2016,6.5,3071.0,3.0,2.0,1.0,359.0,128.0,1920.0,Darebin City Council,-37.7565,144.9906,Northern Metropolitan,8870.0,10.341474786936791
10379,Thornbury,31 Newman St,3,h,1200000.0,PI,Jellis,30/07/2016,6.5,3071.0,3.0,2.0,1.0,332.0,,,Darebin City Council,-37.7569,144.9861,Northern Metropolitan,8870.0,10.456674361015338
10383,Toorak,1/3 Glover Ct,3,h,1435000.0,S,RT,3/12/2016,4.6,3142.0,3.0,1.0,0.0,889.0,135.0,1943.0,Stonnington City Council,-37.8328,145.0065,Southern Metropolitan,7217.0,2.730069175186101
10384,Toorak,10 Myoora Rd,4,h,5500000.0,VB,Marshall,3/12/2016,4.6,3142.0,4.0,3.0,2.0,691.0,374.0,2000.0,Stonnington City Council,-37.8431,145.02100000000002,Southern Metropolitan,7217.0,1.2177342861522629
10385,Toorak,16/3 Tahara Rd,1,u,546000.0,S,LITTLE,3/12/2016,4.6,3142.0,1.0,1.0,1.0,1677.0,,,Stonnington City Council,-37.8384,145.0178,Southern Metropolitan,7217.0,1.5769110465166924
10386,Toorak,232 Williams Rd,3,h,1635000.0,S,Marshall,3/12/2016,4.6,3142.0,3.0,1.0,2.0,386.0,,,Stonnington City Council,-37.8435,145.0043,Southern Metropolitan,7217.0,2.68831723316512
10389,Toorak,2/635 Malvern Rd,2,u,876000.0,S,Jellis,4/03/2017,4.6,3142.0,2.0,1.0,1.0,649.0,,1935.0,Stonnington City Council,-37.8486,145.00799999999998,Southern Metropolitan,7217.0,2.447357935978421
10390,Toorak,7/765 Malvern Rd,2,u,620000.0,S,hockingstuart,4/03/2017,4.6,3142.0,2.0,1.0,1.0,1119.0,,2008.0,Stonnington City Council,-37.8498,145.0173,Southern Metropolitan,7217.0,1.7269943952919071
10393,Toorak,684 Orrong Rd,4,h,5500000.0,S,Marshall,4/03/2017,4.6,3142.0,4.0,4.0,5.0,877.0,332.0,1923.0,Stonnington City Council,-37.8447,145.0134,Southern Metropolitan,7217.0,1.8978655042128505
10394,Toorak,13 Ruabon Rd,2,h,1300000.0,VB,David,4/03/2017,4.6,3142.0,2.0,1.0,0.0,338.0,,,Stonnington City Council,-37.8475,145.0086,Southern Metropolitan,7217.0,2.3666413772748727
10395,Toorak,16 Tashinny Rd,3,h,1689000.0,S,Kay,4/03/2017,4.6,3142.0,3.0,1.0,0.0,222.0,118.0,1920.0,Stonnington City Council,-37.8448,145.0055,Southern Metropolitan,7217.0,2.591012190874553
10396,Toorak,34/530 Toorak Rd,2,u,517500.0,S,hockingstuart,4/03/2017,4.6,3142.0,2.0,1.0,1.0,0.0,,,Stonnington City Council,-37.8424,145.0184,Southern Metropolitan,7217.0,1.4468819939147888
10397,Toorak,4/568 Toorak Rd,3,u,1100000.0,VB,Rodney,4/03/2017,4.6,3142.0,3.0,2.0,1.0,0.0,126.0,1935.0,Stonnington City Council,-37.8429,145.0227,Southern Metropolitan,7217.0,1.0677239319636525
10400,Toorak,2/29 May Rd,1,u,430000.0,PI,Dixon,4/06/2016,4.6,3142.0,2.0,1.0,1.0,0.0,,1970.0,Stonnington City Council,-37.8473,145.0053,Southern Metropolitan,7217.0,2.6464870430940315
10402,Toorak,7/3 Tahara Rd,2,u,701500.0,S,Kay,4/06/2016,4.6,3142.0,2.0,1.0,1.0,0.0,,1951.0,Stonnington City Council,-37.8384,145.0178,Southern Metropolitan,7217.0,1.5769110465166924
10403,Toorak,4/8 Bruce St,2,u,925000.0,S,RT,6/08/2016,4.6,3142.0,2.0,2.0,2.0,0.0,109.0,1970.0,Stonnington City Council,-37.8371,145.0066,Southern Metropolitan,7217.0,2.564438074025405
10404,Toorak,10/1 Ruabon Rd,2,u,450000.0,PI,Rodney,6/08/2016,4.6,3142.0,2.0,1.0,1.0,0.0,62.0,1970.0,Stonnington City Council,-37.8474,145.0078,Southern Metropolitan,7217.0,2.433032879350229
10406,Toorak,1/21 Bruce St,1,u,349000.0,PI,Williams,7/05/2016,4.6,3142.0,1.0,1.0,1.0,0.0,38.0,1958.0,Stonnington City Council,-37.8369,145.0077,Southern Metropolitan,7217.0,2.4765224555374883
10412,Toorak,1/53 Grange Rd,2,u,838000.0,S,hockingstuart,7/11/2016,4.6,3142.0,2.0,1.0,1.0,0.0,,,Stonnington City Council,-37.8366,145.0114,Southern Metropolitan,7217.0,2.174517801267513
10413,Toorak,27/789 Malvern Rd,2,u,380000.0,PI,Rodney,7/11/2016,4.6,3142.0,2.0,1.0,1.0,0.0,,,Stonnington City Council,-37.8501,145.0199,Southern Metropolitan,7217.0,1.543206898333728
10416,Toorak,8/2 Douglas St,1,u,462800.0,SP,hockingstuart,8/10/2016,4.6,3142.0,1.0,1.0,1.0,0.0,,1970.0,Stonnington City Council,-37.8392,145.00799999999998,Southern Metropolitan,7217.0,2.395373839807054
10418,Toorak,2/703 Orrong Rd,2,u,1450000.0,PI,Williams,8/10/2016,4.6,3142.0,2.0,2.0,2.0,0.0,,,Stonnington City Council,-37.8414,145.0137,Southern Metropolitan,7217.0,1.8664448732759589
10420,Toorak,5 Berenice Tce,4,h,4000000.0,VB,Jellis,10/09/2016,4.6,3142.0,3.0,2.0,2.0,632.0,,,Stonnington City Council,-37.8338,145.0086,Southern Metropolitan,7217.0,2.5161669979653514
10421,Toorak,1 Grosvenor Ct,3,u,1635000.0,S,Sotheby's,10/09/2016,4.6,3142.0,3.0,1.0,0.0,1099.0,,,Stonnington City Council,-37.8438,145.0303,Southern Metropolitan,7217.0,0.41359031975406174
10423,Toorak,5/755 Malvern Rd,3,t,2400000.0,S,Castran,10/09/2016,4.6,3142.0,3.0,3.0,2.0,425.0,,1998.0,Stonnington City Council,-37.8492,145.0163,Southern Metropolitan,7217.0,1.7784758485050152
10424,Toorak,11/789 Malvern Rd,1,u,345000.0,S,Woodards,10/09/2016,4.6,3142.0,1.0,1.0,1.0,0.0,,,Stonnington City Council,-37.8501,145.0199,Southern Metropolitan,7217.0,1.543206898333728
10426,Toorak,7a Woorigoleen Rd,3,t,2650000.0,VB,Jellis,10/09/2016,4.6,3142.0,3.0,3.0,2.0,0.0,291.0,2000.0,Stonnington City Council,-37.8428,145.0171,Southern Metropolitan,7217.0,1.5605881561453234
10429,Toorak,4 Matthews Ct,3,h,2820000.0,PI,Kay,10/12/2016,4.6,3142.0,3.0,2.0,2.0,600.0,205.0,1967.0,Stonnington City Council,-37.8332,145.0117,Southern Metropolitan,7217.0,2.298507228132498
10432,Toorak,4/264 Williams Rd,2,u,810000.0,SP,Jellis,10/12/2016,4.6,3142.0,2.0,2.0,2.0,0.0,94.0,1980.0,Stonnington City Council,-37.842,145.0046,Southern Metropolitan,7217.0,2.662365721020668
10435,Toorak,296A Williams Rd,3,h,2840000.0,PI,Marshall,11/03/2017,4.6,3142.0,3.0,2.0,4.0,1317.0,228.0,2000.0,Stonnington City Council,-37.838,145.0054,Southern Metropolitan,7217.0,2.6449428466874525
10436,Toorak,11 Church St,3,t,2700000.0,VB,Kay,12/06/2016,4.6,3142.0,3.0,2.0,2.0,294.0,220.0,2010.0,Stonnington City Council,-37.8503,145.0292,Southern Metropolitan,7217.0,0.9678195461509183
10439,Toorak,19/36 Grange Rd,1,u,515501.0,SP,hockingstuart,12/11/2016,4.6,3142.0,1.0,1.0,1.0,0.0,,1970.0,Stonnington City Council,-37.8373,145.0116,Southern Metropolitan,7217.0,2.1342711579835467
10440,Toorak,2/76 Mathoura Rd,1,u,611000.0,SP,hockingstuart,12/11/2016,4.6,3142.0,1.0,1.0,1.0,0.0,,,Stonnington City Council,-37.8428,145.0081,Southern Metropolitan,7217.0,2.3527645473960774
10444,Toorak,1 Ross St,4,h,4000000.0,VB,Kay,13/08/2016,4.6,3142.0,4.0,4.0,4.0,324.0,60.0,,Stonnington City Council,-37.8439,145.0093,Southern Metropolitan,7217.0,2.2503785050814744
10446,Toorak,8/5 Gordon St,1,u,405000.0,PI,Jellis,14/05/2016,4.6,3142.0,1.0,1.0,1.0,0.0,,,Stonnington City Council,-37.844,145.005,Southern Metropolitan,7217.0,2.628923948425018
10451,Toorak,17 Albany Rd,3,h,6250000.0,S,Kay,15/10/2016,4.6,3142.0,3.0,3.0,2.0,564.0,342.0,2000.0,Stonnington City Council,-37.8486,145.0244,Southern Metropolitan,7217.0,1.120599099572626
10452,Toorak,23 Canberra Rd,4,h,4500000.0,PI,RT,15/10/2016,4.6,3142.0,4.0,3.0,2.0,732.0,367.0,1980.0,Stonnington City Council,-37.8349,145.01,Southern Metropolitan,7217.0,2.3553870435523847
10453,Toorak,28 Church St,4,h,2025000.0,PI,Sotheby's,15/10/2016,4.6,3142.0,4.0,2.0,2.0,237.0,,,Stonnington City Council,-37.8507,145.0298,Southern Metropolitan,7217.0,0.9812828321635251
10454,Toorak,7/36 Grange Rd,1,u,541000.0,S,Jellis,15/10/2016,4.6,3142.0,1.0,1.0,1.0,0.0,57.0,1970.0,Stonnington City Council,-37.8373,145.0116,Southern Metropolitan,7217.0,2.1342711579835467
10455,Toorak,4/83 Grange Rd,3,t,1550000.0,VB,Kay,15/10/2016,4.6,3142.0,3.0,2.0,2.0,117.0,214.0,2000.0,Stonnington City Council,-37.8343,145.0112,Southern Metropolitan,7217.0,2.284442446048719
