Price,Method,Type,Date,Regionname
655000.0,4,2,12,5
2250000.0,0,1,13,5
1830000.0,3,1,16,5
1300000.0,4,1,16,5
1880000.0,4,1,16,5
2081000.0,4,1,17,5
1315000.0,5,1,23,5
,5,1,23,5
900000.0,4,1,23,5
1750000.0,4,1,23,5
3028000.0,4,1,24,5
,4,1,24,5
,3,1,24,5
2100000.0,0,1,25,5
1110000.0,4,2,28,5
,2,1,28,5
2175000.0,0,1,33,5
1300000.0,0,1,33,5
1580000.0,4,1,35,5
1350000.0,1,1,35,5
900000.0,3,2,35,5
1963000.0,4,0,40,5
1315000.0,5,1,40,5
,4,1,40,5
675000.0,4,2,40,5
1620000.0,4,0,41,5
,4,2,41,5
1770000.0,4,1,47,5
1260000.0,4,0,47,5
,5,1,48,5
1910000.0,4,1,48,5
,5,1,51,5
1230000.0,4,1,51,5
,4,2,61,5
,4,1,58,5
,4,2,72,5
,4,1,3,5
1815000.0,4,1,10,5
1290000.0,4,1,16,5
,5,1,24,5
,4,1,28,5
,4,1,33,5
,2,1,41,5
1706000.0,4,0,48,5
670000.0,4,1,58,6
615000.0,4,0,58,6
715000.0,4,1,58,6
,2,1,58,6
826000.0,4,1,58,6
275000.0,3,2,60,6
711000.0,4,1,60,6
640000.0,5,0,60,6
1200000.0,5,1,63,6
927000.0,4,1,63,6
695000.0,5,0,64,6
880000.0,5,1,64,6
,5,0,65,6
485000.0,4,2,65,6
490000.0,5,1,65,6
423000.0,4,1,69,6
725000.0,5,1,72,6
676500.0,4,1,75,6
502000.0,5,1,75,6
721000.0,4,1,75,6
440000.0,0,0,3,6
1048000.0,4,1,3,6
520000.0,3,2,4,6
1000000.0,5,1,4,6
580000.0,3,1,4,6
840000.0,4,1,4,6
335000.0,5,2,5,6
630000.0,5,1,10,6
893000.0,4,1,10,6
832000.0,5,1,10,6
646000.0,5,1,12,6
,3,2,12,6
,3,2,12,6
673000.0,5,1,13,6
728000.0,4,0,16,6
741000.0,5,1,16,6
600000.0,4,0,16,6
695000.0,4,1,16,6
935000.0,4,1,16,6
349000.0,3,2,17,6
672000.0,5,0,23,6
672000.0,5,0,23,6
555000.0,3,0,23,6
815000.0,4,1,23,6
915000.0,4,1,23,6
,2,2,24,6
352500.0,4,2,24,6
600000.0,4,1,25,6
690000.0,3,1,25,6
,4,1,25,6
1350000.0,4,1,28,6
930000.0,5,1,28,6
510000.0,5,0,35,6
725500.0,5,1,35,6
746000.0,4,1,35,6
750000.0,0,1,36,6
,3,1,36,6
360000.0,3,2,36,6
765000.0,5,1,40,6
1060000.0,4,1,40,6
820000.0,4,0,41,6
740000.0,4,1,41,6
770000.0,4,1,41,6
490000.0,5,1,43,6
657000.0,4,0,43,6
,2,0,48,6
830000.0,4,1,48,6
,3,0,48,6
675000.0,4,1,50,6
865000.0,5,1,51,6
600000.0,4,0,51,6
773000.0,4,1,61,6
905000.0,4,1,61,6
,4,1,58,5
2500000.0,4,1,58,5
3850000.0,3,1,58,5
,5,2,58,5
2660000.0,4,2,60,5
,4,1,64,5
,4,2,64,5
570500.0,4,2,64,5
1350000.0,0,2,64,5
2325000.0,4,1,65,5
2050000.0,4,1,65,5
,4,2,65,5
2300000.0,4,1,65,5
3460000.0,4,1,65,5
,4,1,69,5
,4,1,69,5
2400000.0,0,1,69,5
,4,1,70,5
569000.0,4,2,70,5
2025000.0,0,1,70,5
,5,1,70,5
,4,1,70,5
,4,2,70,5
1950000.0,4,1,70,5
,4,2,70,5
,4,2,70,5
1895000.0,4,1,72,5
,5,2,72,5
,4,1,72,5
,4,2,72,5
635000.0,4,2,75,5
611000.0,5,2,75,5
,4,0,3,5
1020000.0,4,2,4,5
,4,1,4,5
,4,1,4,5
,4,1,4,5
1611000.0,4,1,10,5
,4,1,10,5
3800000.0,4,1,12,5
1390000.0,3,0,13,5
780000.0,0,1,13,5
4700000.0,4,1,13,5
,3,2,13,5
2415000.0,4,1,16,5
,5,1,16,5
710000.0,0,2,16,5
,4,1,16,5
566000.0,5,2,16,5
1437000.0,4,1,17,5
500000.0,4,0,18,5
,4,2,18,5
1155000.0,4,2,23,5
,4,2,23,5
,5,1,23,5
,4,2,23,5
,3,1,24,5
3010000.0,4,1,24,5
,3,2,24,5
,4,1,24,5
650000.0,0,2,25,5
,4,1,25,5
,4,1,25,5
3400000.0,5,1,25,5
2355000.0,4,1,25,5
,2,2,28,5
,4,1,28,5
,4,1,28,5
4240000.0,4,1,28,5
927000.0,4,2,33,5
,5,1,33,5
,4,1,35,5
2605000.0,4,1,35,5
1326000.0,4,1,35,5
4525000.0,3,1,35,5
,5,1,35,5
,5,1,40,5
,3,1,40,5
660000.0,4,2,40,5
1617000.0,4,1,40,5
,4,2,41,5
1965000.0,5,1,41,5
2325000.0,3,1,41,5
3470000.0,4,1,41,5
740000.0,4,2,41,5
,4,1,41,5
,5,1,41,5
,4,1,41,5
,4,1,41,5
5075000.0,4,1,41,5
2325000.0,4,1,41,5
,4,2,43,5
1970000.0,4,1,47,5
405000.0,4,2,47,5
1475000.0,4,1,48,5
640000.0,3,2,48,5
,2,1,48,5
700000.0,0,2,48,5
1395000.0,4,1,48,5
,5,1,48,5
1000000.0,0,2,50,5
584000.0,4,2,51,5
4940000.0,4,1,51,5
420000.0,5,2,51,5
,4,1,51,5
,4,1,61,5
4980000.0,4,1,61,5
,4,1,61,5
,5,1,61,5
670000.0,0,2,61,5
2300000.0,4,1,61,5
1490000.0,4,1,58,5
1210000.0,4,1,58,5
1300000.0,4,1,58,5
1675000.0,3,1,58,5
,5,1,60,5
,4,1,60,5
980000.0,4,2,60,5
,4,1,60,5
2055000.0,4,1,60,5
2400000.0,0,1,60,5
2355000.0,4,1,60,5
1036000.0,4,1,60,5
,4,1,60,5
1301000.0,3,1,60,5
2273000.0,4,1,60,5
,5,0,60,5
2350000.0,3,1,60,5
350000.0,0,2,63,5
1215000.0,3,1,64,5
447000.0,4,2,64,5
,2,1,64,5
2200000.0,0,1,64,5
,4,1,64,5
866000.0,4,2,64,5
2200000.0,0,1,64,5
,4,1,64,5
790000.0,4,2,64,5
2250000.0,4,1,64,5
,3,0,64,5
587000.0,4,2,64,5
1185000.0,4,1,65,5
1550000.0,3,1,65,5
,2,1,65,5
1837000.0,4,1,69,5
,0,1,69,5
1105000.0,4,1,69,5
,4,0,69,5
,2,1,70,5
,3,1,70,5
,4,1,70,5
,4,2,70,5
2360000.0,4,1,70,5
1253000.0,4,0,70,5
1505000.0,5,1,72,5
1500000.0,0,1,72,5
,3,2,72,5
720000.0,3,0,72,5
1400000.0,0,1,72,5
,2,1,75,5
720000.0,4,2,75,5
2210000.0,5,1,75,5
940000.0,3,0,75,5
,5,1,75,5
,2,0,3,5
,2,1,3,5
,4,1,3,5
1810000.0,3,1,3,5
922000.0,4,0,3,5
4802500.0,4,1,4,5
,5,1,4,5
350000.0,5,2,4,5
,4,1,4,5
735000.0,4,2,5,5
,3,0,6,5
1555000.0,4,1,8,5
,5,1,8,5
,4,1,10,5
2123000.0,4,1,10,5
2800000.0,4,1,10,5
,4,1,10,5
500000.0,0,2,10,5
350000.0,0,2,10,5
840000.0,4,2,10,5
,4,1,12,5
2305000.0,4,1,12,5
,4,0,12,5
,4,1,12,5
1700000.0,0,1,13,5
2500000.0,0,1,13,5
370000.0,0,2,13,5
1150000.0,3,1,13,5
1600000.0,4,1,16,5
2001000.0,4,1,16,5
1915000.0,3,1,17,5
1690000.0,4,1,17,5
1320000.0,3,1,17,5
830000.0,4,1,18,5
1135000.0,4,0,23,5
,2,1,23,5
,4,1,23,5
,4,1,23,5
1240000.0,3,0,24,5
1120000.0,3,0,24,5
,4,1,24,5
1625000.0,4,1,24,5
695000.0,4,2,24,5
,0,1,24,5
,4,1,24,5
1500000.0,4,1,24,5
,4,2,25,5
,2,0,25,5
1400000.0,4,1,25,5
,4,1,25,5
707500.0,4,2,25,5
,3,1,25,5
835000.0,4,2,25,5
560000.0,4,2,25,5
,4,1,28,5
,4,1,28,5
,5,1,28,5
1870000.0,4,1,28,5
1675000.0,3,1,28,5
,4,1,28,5
1700000.0,4,1,28,5
1580000.0,3,1,28,5
,4,1,33,5
,5,1,33,5
820000.0,4,2,33,5
,4,1,33,5
480000.0,4,2,33,5
,4,1,33,5
1420000.0,4,1,35,5
1370000.0,4,0,35,5
1680000.0,4,1,35,5
2960000.0,4,1,35,5
2110000.0,3,1,35,5
,4,1,35,5
1300000.0,4,1,35,5
,4,1,35,5
1750000.0,4,1,35,5
,4,1,36,5
300000.0,3,2,36,5
1100000.0,3,1,40,5
373000.0,5,2,40,5
1230000.0,4,1,40,5
1149000.0,4,1,40,5
1500000.0,0,1,40,5
536000.0,4,2,40,5
1300000.0,3,1,41,5
,5,2,41,5
,2,0,41,5
2412000.0,4,1,41,5
,4,1,41,5
,4,1,41,5
2560000.0,3,0,41,5
960000.0,4,1,41,5
1850000.0,4,1,41,5
1510000.0,4,0,43,5
977000.0,4,2,43,5
,4,1,47,5
,3,1,47,5
,3,2,47,5
315000.0,4,2,48,5
1297000.0,4,1,48,5
,2,1,48,5
,4,1,48,5
1015000.0,4,0,48,5
1895000.0,4,1,48,5
,5,2,48,5
523000.0,4,2,48,5
1335000.0,4,1,48,5
1055000.0,3,1,48,5
2100000.0,4,1,48,5
425000.0,5,2,48,5
1670000.0,4,1,48,5
1350000.0,0,1,48,5
,4,1,50,5
1650000.0,4,1,50,5
530000.0,3,2,50,5
,4,0,50,5
,4,1,50,5
,4,1,50,5
,5,2,50,5
,5,1,50,5
1550000.0,0,1,51,5
2020000.0,4,1,51,5
950000.0,0,1,51,5
1782500.0,4,1,51,5
,5,1,51,5
2490000.0,4,1,61,5
500000.0,5,0,61,5
,4,1,61,5
,4,1,61,5
940000.0,4,2,61,5
,4,1,61,5
,4,1,61,5
,4,1,61,5
650000.0,4,0,61,5
,3,0,58,6
800000.0,5,0,60,6
870000.0,5,1,60,6
635000.0,3,2,60,6
975000.0,3,1,60,6
560000.0,0,0,63,6
560000.0,0,0,63,6
,5,1,64,6
961000.0,4,1,64,6
979888.0,4,1,64,6
1650000.0,0,1,65,6
,1,2,65,6
355000.0,5,0,65,6
550000.0,5,0,70,6
420000.0,5,2,70,6
345000.0,3,0,70,6
399000.0,4,1,70,6
940000.0,5,1,70,6
1105000.0,4,1,70,6
730000.0,4,0,72,6
425000.0,4,2,72,6
662500.0,4,2,72,6
700000.0,4,1,75,6
1275000.0,4,1,75,6
986500.0,4,1,75,6
260000.0,3,2,3,6
410000.0,4,0,3,6
930000.0,0,1,3,6
920000.0,5,1,3,6
1320000.0,4,1,3,6
1150000.0,5,1,3,6
680000.0,5,1,3,6
990000.0,4,1,4,6
,3,2,4,6
330000.0,5,2,4,6
,3,1,4,6
277500.0,5,2,4,6
637000.0,4,1,4,6
1011000.0,4,0,5,6
840000.0,4,1,6,6
370000.0,3,0,8,6
1151000.0,4,0,10,6
370000.0,3,0,10,6
580000.0,0,0,10,6
,2,2,10,6
847000.0,4,1,10,6
400000.0,5,2,10,6
,5,2,10,6
620000.0,0,0,12,6
,3,2,12,6
1100000.0,3,1,13,6
1072000.0,4,1,13,6
,3,2,13,6
479000.0,4,0,13,6
470000.0,4,0,13,6
510000.0,3,0,13,6
440000.0,3,0,13,6
,4,0,16,6
460000.0,5,2,16,6
865000.0,3,0,17,6
488000.0,4,2,17,6
940000.0,4,1,17,6
570000.0,4,0,17,6
,4,1,17,6
,0,0,17,6
,2,2,18,6
500000.0,4,0,18,6
335000.0,4,1,23,6
1900000.0,0,1,23,6
429000.0,4,0,24,6
495000.0,4,2,24,6
,3,2,24,6
820000.0,0,0,24,6
,1,1,24,6
456000.0,5,1,24,6
566000.0,4,2,25,6
408000.0,4,0,25,6
1040000.0,4,1,25,6
1015000.0,4,1,25,6
470000.0,0,2,28,6
1460000.0,4,1,28,6
780000.0,0,1,33,6
675000.0,5,0,33,6
,1,2,33,6
,1,2,33,6
440000.0,3,0,35,6
640000.0,0,0,35,6
880000.0,5,1,36,6
1048700.0,5,1,36,6
400000.0,3,0,40,6
1215000.0,4,1,40,6
1180000.0,5,1,41,6
1117000.0,4,1,41,6
420000.0,4,2,41,6
1000000.0,3,0,41,6
600000.0,5,2,41,6
770000.0,5,1,43,6
,3,1,43,6
905000.0,4,1,47,6
1151000.0,4,1,47,6
805000.0,4,1,48,6
1540000.0,4,1,48,6
907000.0,4,1,48,6
570000.0,3,2,48,6
725000.0,4,0,48,6
820000.0,3,1,50,6
940000.0,4,1,50,6
1150000.0,3,0,50,6
1030000.0,4,1,50,6
1350000.0,4,1,50,6
,2,2,50,6
1230000.0,5,1,51,6
720000.0,4,1,61,6
460000.0,0,1,61,6
884500.0,4,1,61,6
1010000.0,4,1,61,6
820000.0,0,1,61,6
820000.0,0,1,61,6
330000.0,4,2,61,6
,3,2,58,2
400000.0,3,2,58,2
365000.0,4,2,60,2
427000.0,4,2,60,2
1200000.0,0,2,60,2
520000.0,0,2,63,2
1160500.0,4,2,64,2
940000.0,0,2,64,2
,3,2,64,2
1525000.0,4,2,64,2
780000.0,5,2,65,2
,2,2,65,2
595000.0,5,2,65,2
370000.0,0,2,65,2
2138000.0,4,2,65,2
2030000.0,4,2,65,2
,4,2,69,2
,2,2,69,2
535000.0,4,2,70,2
,3,2,70,2
,3,2,70,2
,3,2,70,2
860000.0,3,2,70,2
1275000.0,4,2,70,2
450000.0,0,2,72,2
,1,2,72,2
,2,2,72,2
360000.0,0,2,72,2
395000.0,4,2,72,2
610000.0,0,2,72,2
1470000.0,0,2,72,2
665000.0,4,2,72,2
370000.0,4,2,75,2
390000.0,0,2,75,2
270000.0,3,2,75,2
386000.0,4,2,3,2
659000.0,4,2,3,2
1050000.0,3,2,3,2
671000.0,5,2,4,2
,3,2,4,2
,5,2,4,2
,3,2,5,2
545000.0,5,2,10,2
450000.0,0,2,10,2
570000.0,4,2,10,2
432000.0,4,2,12,2
585000.0,3,2,12,2
400000.0,0,2,12,2
210000.0,0,2,12,2
,3,2,13,2
,3,2,13,2
545000.0,5,2,13,2
500000.0,0,2,16,2
750000.0,4,2,16,2
375000.0,3,2,16,2
600000.0,3,2,16,2
,3,2,16,2
,3,2,16,2
435000.0,5,2,16,2
363500.0,4,2,16,2
750000.0,3,2,17,2
,3,2,18,2
1016000.0,4,2,18,2
505000.0,4,2,18,2
,3,2,18,2
680000.0,4,2,23,2
,4,2,23,2
796000.0,4,2,23,2
470000.0,0,2,24,2
,1,2,24,2
390000.0,0,2,24,2
650000.0,0,2,24,2
483000.0,4,2,24,2
,1,2,25,2
1400000.0,3,2,25,2
610000.0,4,2,25,2
700000.0,0,2,28,2
,2,2,28,2
520000.0,0,2,28,2
692000.0,4,2,33,2
,2,2,33,2
670000.0,0,2,33,2
440000.0,4,2,35,2
436000.0,4,2,36,2
595000.0,4,2,36,2
620000.0,4,2,36,2
733000.0,4,2,40,2
675000.0,0,2,40,2
375000.0,4,2,40,2
426000.0,3,2,40,2
1505000.0,4,2,40,2
1630000.0,4,1,41,2
938000.0,4,2,41,2
,4,2,41,2
,5,2,41,2
,4,2,41,2
357500.0,4,2,48,2
,5,2,48,2
,0,2,50,2
720000.0,4,2,50,2
760000.0,4,2,50,2
,0,2,50,2
,5,2,50,2
360000.0,0,2,51,2
435000.0,4,2,51,2
390000.0,3,2,61,2
,2,2,61,2
510000.0,5,2,61,2
607000.0,4,2,61,2
705000.0,5,2,61,2
2600000.0,0,1,58,5
,5,2,58,5
2350000.0,4,1,60,5
2956000.0,4,1,64,5
535000.0,4,2,65,5
400000.0,4,2,75,5
,4,1,75,5
,5,1,3,5
2227000.0,4,1,4,5
1690000.0,0,1,12,5
1020000.0,4,1,13,5
1515000.0,4,1,13,5
700000.0,5,2,17,5
,4,1,24,5
,5,2,25,5
2360000.0,4,1,25,5
2005000.0,4,1,25,5
702000.0,5,2,25,5
,2,1,25,5
3120000.0,4,1,28,5
1025000.0,4,1,36,5
,2,1,36,5
1920000.0,4,1,41,5
2623000.0,4,1,43,5
,3,1,43,5
1500000.0,0,1,47,5
1630000.0,5,1,48,5
1910000.0,3,1,51,5
,4,1,61,5
1320000.0,5,1,58,0
2850000.0,4,1,58,0
750000.0,4,2,63,0
,4,1,64,0
,4,1,65,0
1666000.0,4,1,65,0
2588000.0,5,1,72,0
1955000.0,3,1,75,0
768000.0,4,2,3,0
1400000.0,3,1,4,0
,2,2,4,0
1150000.0,4,2,4,0
1901000.0,4,1,4,0
665000.0,4,2,4,0
2714000.0,4,1,10,0
2350000.0,3,1,10,0
2100000.0,0,1,12,0
,5,1,12,0
2200000.0,4,1,12,0
,4,1,13,0
660000.0,3,0,13,0
1310000.0,4,0,16,0
540000.0,4,2,16,0
,4,1,23,0
1355000.0,4,1,23,0
,2,1,24,0
,3,0,24,0
2335000.0,4,1,24,0
,3,1,24,0
,5,1,24,0
2000000.0,4,1,25,0
625000.0,3,2,28,0
1815000.0,4,1,28,0
626000.0,4,2,28,0
725000.0,0,2,28,0
,4,2,33,0
870000.0,4,0,35,0
3900000.0,3,1,41,0
,3,1,41,0
1150000.0,3,0,43,0
666000.0,4,1,43,0
1200000.0,4,0,47,0
2025000.0,3,1,48,0
1310000.0,3,0,48,0
,5,2,48,0
1564000.0,4,1,48,0
1650000.0,4,1,50,0
,2,1,50,0
520000.0,0,2,50,0
670000.0,4,2,58,6
1715000.0,4,1,60,6
,4,1,60,6
1055000.0,4,1,60,6
348000.0,4,2,60,6
1780000.0,4,1,64,6
2150000.0,0,1,64,6
1730000.0,4,1,64,6
1440000.0,4,1,64,6
,5,1,64,6
,4,0,64,6
1225000.0,5,1,64,6
1445000.0,4,1,70,6
1475000.0,4,2,70,6
,4,1,70,6
990000.0,3,1,72,6
1400000.0,4,1,72,6
1550000.0,5,1,75,6
1170000.0,4,1,75,6
1120000.0,0,1,75,6
675000.0,4,2,75,6
880000.0,5,1,75,6
,4,1,75,6
1530000.0,4,1,3,6
1350000.0,3,1,3,6
832000.0,4,1,3,6
420000.0,0,2,3,6
2400000.0,4,1,3,6
565000.0,4,2,3,6
550000.0,0,2,3,6
1211000.0,4,1,3,6
2405000.0,4,1,4,6
1395000.0,3,1,4,6
1630000.0,4,1,4,6
1160000.0,4,1,4,6
1065000.0,4,1,4,6
1361500.0,4,1,4,6
945000.0,4,1,4,6
360000.0,5,2,4,6
860000.0,4,1,5,6
1260000.0,4,1,5,6
1637000.0,4,1,10,6
,4,1,10,6
1505000.0,4,1,10,6
515000.0,0,0,10,6
1100000.0,0,1,12,6
,5,2,12,6
330000.0,0,2,13,6
1145000.0,5,1,13,6
1322000.0,4,1,13,6
1015000.0,4,1,13,6
750000.0,0,1,16,6
1013000.0,4,1,16,6
840000.0,0,1,16,6
465000.0,4,2,16,6
1150000.0,4,1,16,6
1900000.0,0,1,16,6
890500.0,4,0,16,6
2340000.0,4,1,16,6
,4,2,16,6
1370000.0,4,1,17,6
1400000.0,5,1,17,6
1310000.0,4,1,17,6
1833000.0,5,1,17,6
855000.0,4,1,18,6
930000.0,4,1,18,6
1640000.0,4,1,18,6
1480000.0,4,1,23,6
902000.0,4,0,23,6
672000.0,5,2,23,6
410000.0,4,2,23,6
,2,2,24,6
980000.0,3,0,24,6
,4,1,24,6
1055000.0,4,1,24,6
440000.0,0,2,24,6
1435000.0,4,1,24,6
1275000.0,4,1,24,6
1685000.0,4,2,25,6
842500.0,4,0,25,6
1345000.0,5,1,25,6
265000.0,0,2,28,6
,3,1,28,6
849000.0,4,1,28,6
1425000.0,5,1,33,6
1345000.0,5,0,33,6
330000.0,5,2,33,6
726000.0,4,0,33,6
1250000.0,4,1,36,6
870000.0,4,0,36,6
801000.0,4,1,36,6
1390000.0,4,1,36,6
1725000.0,3,1,40,6
,4,2,40,6
,4,0,40,6
415000.0,4,2,40,6
780000.0,3,1,40,6
,2,0,40,6
670000.0,5,0,40,6
650000.0,5,2,40,6
600000.0,4,2,40,6
1505000.0,4,1,41,6
,3,2,43,6
850000.0,4,1,43,6
292000.0,4,2,47,6
,5,1,47,6
956000.0,5,1,47,6
961000.0,3,1,47,6
1740000.0,4,1,47,6
1683000.0,5,1,47,6
,5,1,48,6
574000.0,4,2,48,6
470000.0,0,2,48,6
1130000.0,4,0,48,6
730000.0,5,2,50,6
,4,1,50,6
831000.0,4,1,50,6
930000.0,4,1,51,6
800000.0,0,1,51,6
1111000.0,4,1,51,6
900000.0,4,1,51,6
822500.0,4,1,51,6
1400000.0,4,1,51,6
336000.0,4,2,51,6
800000.0,4,0,61,6
,4,1,61,6
1224000.0,4,1,58,5
1020000.0,4,1,58,5
1000000.0,4,1,58,5
380500.0,4,2,58,5
930000.0,0,1,60,5
1090000.0,5,1,60,5
947500.0,4,1,60,5
836000.0,4,1,60,5
1417250.0,4,1,63,5
980000.0,5,1,64,5
1135000.0,3,0,64,5
1110000.0,4,1,64,5
950000.0,5,1,65,5
,2,0,65,5
750000.0,3,1,65,5
1140000.0,1,1,65,5
,2,1,70,5
750000.0,3,0,70,5
490500.0,4,2,72,5
931000.0,4,2,72,5
1000000.0,4,1,72,5
655000.0,4,2,75,5
1200000.0,4,1,75,5
987000.0,4,1,3,5
937000.0,4,1,3,5
1426000.0,4,1,3,5
,3,1,4,5
,3,1,5,5
1016000.0,4,1,5,5
910000.0,4,0,10,5
1385000.0,4,1,13,5
,2,1,16,5
905000.0,4,0,16,5
1035000.0,4,2,17,5
785000.0,4,0,17,5
901000.0,4,1,18,5
1300000.0,4,1,23,5
975000.0,4,1,23,5
1070000.0,4,1,24,5
639000.0,4,2,28,5
605000.0,4,2,28,5
960000.0,4,1,28,5
725000.0,3,1,33,5
981000.0,4,1,33,5
985000.0,5,2,33,5
975000.0,5,1,35,5
1035000.0,4,1,40,5
805000.0,4,0,40,5
460000.0,3,2,40,5
800000.0,3,1,43,5
921000.0,4,1,43,5
917000.0,4,0,43,5
890000.0,3,1,43,5
1008000.0,4,1,47,5
1191000.0,4,1,48,5
1130000.0,4,1,48,5
776000.0,4,1,48,5
1035000.0,4,1,50,5
920000.0,4,1,50,5
1160000.0,4,1,50,5
825000.0,3,1,50,5
800000.0,4,0,51,5
,2,1,51,5
240000.0,0,2,61,5
1105000.0,4,0,61,5
1025000.0,5,1,58,6
826000.0,4,1,58,6
900000.0,5,1,60,6
930000.0,5,1,60,6
962000.0,4,0,60,6
800000.0,4,1,64,6
862000.0,4,0,64,6
863000.0,4,0,64,6
850000.0,3,2,64,6
785000.0,4,1,64,6
,1,2,65,6
760000.0,3,2,65,6
710000.0,4,1,65,6
920000.0,0,1,65,6
940000.0,0,1,65,6
655800.0,4,1,69,6
1082000.0,4,1,69,6
,4,1,69,6
1210000.0,5,1,69,6
,4,1,69,6
880000.0,4,1,70,6
1340000.0,4,1,70,6
335000.0,4,2,70,6
1260000.0,3,1,70,6
1400000.0,3,1,70,6
995000.0,5,1,72,6
,2,0,72,6
,5,1,72,6
1380000.0,4,1,72,6
1220000.0,4,1,75,6
785000.0,4,1,75,6
810000.0,3,1,75,6
595000.0,3,0,75,6
962000.0,4,1,75,6
860000.0,3,1,3,6
1220000.0,4,1,3,6
930000.0,5,1,3,6
930000.0,5,1,4,6
800000.0,5,1,4,6
1305000.0,4,1,4,6
1060000.0,5,1,4,6
485000.0,4,2,4,6
950000.0,4,1,4,6
910000.0,4,1,5,6
780000.0,5,1,5,6
810000.0,4,1,10,6
776000.0,4,1,10,6
1002500.0,4,1,13,6
807500.0,4,1,13,6
1120000.0,4,1,13,6
950000.0,4,1,13,6
1620000.0,4,1,13,6
923000.0,4,1,16,6
1030000.0,4,1,16,6
1046000.0,5,1,16,6
,3,2,16,6
716000.0,4,1,17,6
740000.0,4,1,17,6
970000.0,4,1,17,6
735000.0,4,0,17,6
762000.0,4,1,18,6
485000.0,5,2,18,6
950000.0,4,1,18,6
1280000.0,4,1,18,6
,2,1,23,6
1040000.0,4,1,23,6
922000.0,4,1,23,6
2415000.0,4,1,23,6
,1,1,24,6
780000.0,5,1,24,6
1115000.0,4,1,24,6
1675000.0,4,1,24,6
1176000.0,4,1,25,6
,3,1,25,6
1265000.0,4,1,25,6
801000.0,5,1,25,6
1185000.0,4,1,28,6
770000.0,4,0,28,6
1200000.0,5,1,28,6
993000.0,5,1,33,6
901000.0,5,1,33,6
650000.0,5,1,33,6
,2,1,33,6
891500.0,5,1,35,6
3420000.0,3,1,35,6
560000.0,5,2,36,6
805000.0,4,1,36,6
680000.0,5,1,36,6
827500.0,4,0,40,6
793000.0,4,1,40,6
,5,1,40,6
988000.0,5,1,40,6
,3,1,40,6
747000.0,4,0,40,6
910000.0,4,1,40,6
896000.0,4,1,40,6
,4,1,40,6
890000.0,5,1,41,6
1199000.0,4,1,41,6
726000.0,4,0,41,6
1100000.0,5,1,41,6
2015000.0,4,1,41,6
930000.0,3,0,43,6
,2,1,43,6
1151000.0,4,1,47,6
,5,1,47,6
820000.0,4,0,47,6
,4,1,48,6
670000.0,5,2,48,6
1040000.0,4,1,48,6
1316000.0,4,1,48,6
816000.0,4,1,48,6
945000.0,4,1,50,6
643700.0,5,1,51,6
760000.0,4,1,51,6
881000.0,4,1,61,6
900000.0,5,1,61,6
830000.0,4,0,58,6
1065000.0,4,0,58,6
780000.0,3,1,58,6
950000.0,5,1,58,6
950000.0,5,1,58,6
1020000.0,3,1,60,6
1330000.0,4,1,60,6
1126000.0,5,1,60,6
1235000.0,4,1,64,6
457000.0,4,2,65,6
660000.0,4,2,65,6
661000.0,4,0,65,6
770000.0,4,0,70,6
895500.0,4,1,70,6
1350000.0,5,1,72,6
820000.0,3,0,72,6
615000.0,0,0,75,6
617500.0,4,0,3,6
672000.0,4,0,4,6
490000.0,4,2,4,6
800000.0,4,2,4,6
676000.0,4,0,5,6
991000.0,4,1,5,6
,3,2,5,6
610000.0,5,0,5,6
970000.0,4,2,10,6
657000.0,4,1,10,6
590000.0,3,0,10,6
710000.0,4,1,10,6
840000.0,4,1,12,6
975000.0,4,1,12,6
600000.0,5,2,13,6
875000.0,0,1,13,6
785000.0,4,1,13,6
895000.0,5,0,13,6
840000.0,4,0,16,6
1076000.0,4,1,17,6
850000.0,4,1,17,6
1400000.0,0,1,23,6
1080000.0,4,1,23,6
1065000.0,5,1,24,6
1291000.0,4,1,24,6
773000.0,4,1,25,6
700000.0,4,2,25,6
760000.0,4,2,25,6
1190000.0,4,1,28,6
,2,0,33,6
1015000.0,4,1,35,6
875000.0,5,1,35,6
1020000.0,4,1,41,6
773000.0,4,2,43,6
522500.0,5,2,43,6
790000.0,3,0,43,6
1100000.0,4,1,47,6
1007000.0,4,1,47,6
,4,2,47,6
1245000.0,3,1,48,6
1155000.0,4,1,48,6
746000.0,4,2,48,6
1160000.0,3,1,50,6
740000.0,0,0,50,6
905000.0,3,0,50,6
1105000.0,4,1,50,6
,5,1,51,6
591000.0,4,2,61,6
960000.0,3,1,61,6
815000.0,4,2,61,6
2920000.0,4,1,58,2
1635000.0,4,1,58,2
491000.0,5,2,58,2
540000.0,4,2,60,2
340000.0,4,2,60,2
726000.0,4,2,64,2
1340000.0,4,1,64,2
1105000.0,4,0,64,2
841000.0,4,0,64,2
528500.0,5,2,65,2
585000.0,1,2,65,2
,3,0,69,2
645000.0,4,2,70,2
410000.0,0,2,72,2
550000.0,5,2,72,2
470000.0,0,2,72,2
470000.0,0,2,72,2
,3,1,75,2
475000.0,4,2,75,2
640000.0,4,2,75,2
1330000.0,4,1,3,2
,4,1,3,2
720000.0,4,2,4,2
888000.0,4,0,4,2
,4,1,4,2
,5,1,4,2
1325000.0,4,1,4,2
368000.0,5,2,4,2
1300000.0,4,0,5,2
450000.0,0,2,10,2
1385000.0,4,1,12,2
,5,2,13,2
990000.0,4,1,16,2
440000.0,3,2,17,2
,5,1,17,2
